Full Name,Year,Nationality,Gender,Type of Death,Status,Job,Employed as,Organizations,Coverage,Medium,Local or Foreign?,Source of Fire,Motive Confirmed,tortured,captive,threatened,photoUrl,photoCredit
Fabien Fortuné Bitoumbo,1998,Republic of Congo,Male,Murder,Confirmed,"Broadcast Reporter,Editor",Staff,Radio Liberté,Politics,"Print,Radio",Local,Paramilitary Group,Confirmed,No,Yes,No,,
Georgy Chanya,1998,Georgia,Male,Crossfire,Confirmed,Print Reporter,Staff,Resonants,War,Print,Local,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/chaniya-george.georgia.1.1998.jpg,CJES
José Carlos Mesquita,1998,Brazil,Male,Murder,Confirmed,Columnist/Commentator,Staff,TV Ouro Verde,"Corruption,Politics",Television,Local,Government Officials,Confirmed,No,No,No,,
Larisa Yudina,1998,Russia,Female,Murder,Confirmed,Editor,Staff,Sovietskaya Kalmykia Segodnya,Corruption,Print,Local,Government Officials,Confirmed,No,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/yudina-larisa.russia.1.1998.jpg,CJES
Luis Mario García Rodríguez,1998,Mexico,Male,Murder,Confirmed,Print Reporter,Staff,La Tarde,"Corruption,Crime",Print,Local,Military Officials,Confirmed,No,No,Yes,,
Mahmoud Saremi,1998,,Male,Murder,Confirmed,Editor,Staff,Iranian News Agency (IRNA),Politics,Print,Foreign,Political Group,Confirmed,No,Yes,No,,
Manoel Leal de Oliveira,1998,Brazil,Male,Murder,Confirmed,Editor,Staff,A Regiao,Corruption,Print,Local,Government Officials,Confirmed,No,No,No,https://cpj-photos.s3.us-west-2.amazonaws.com/prod/manoelleal.jpg_2e2697fb-0c3d-4139-97d3-8cba5c66f9e8.jpeg,Marcel Leal
Nelson Carvajal Carvajal,1998,Colombia,Male,Murder,Confirmed,Broadcast Reporter,Staff,Radio Sur,Corruption,Radio,Local,Government Officials,Confirmed,No,No,Yes,,
Norbert Zongo,1998,Burkina Faso,Male,Murder,Confirmed,Editor,Staff,L'indepéndent,,Print,Local,Military Officials,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/norbert_zongo_burkinafaso_1998.jpg,
Okezie Amaruben,1998,Nigeria,Male,Murder,Confirmed,Publisher/Owner,Staff,Newsservice,"Business,Politics",Print,Local,Military Officials,Confirmed,No,Yes,No,,
Oscar García Calderón,1998,Colombia,Male,Murder,Confirmed,Print Reporter,Staff,El Espectador,"Crime,Sports",Print,Local,Criminal Group,Confirmed,No,Yes,No,,
Philip True,1998,,Male,Murder,Confirmed,Print Reporter,Staff,San Antonio Express-News,Culture,Print,Foreign,Local Residents,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Philip%252520True_1998_Mexico1.jpg,San Antonio Express-News
Rey Bancayrin,1998,Philippines,Male,Murder,Confirmed,Columnist/Commentator,Staff,Radio DXLL,"Corruption,Crime",Radio,Local,,Confirmed,No,No,No,,
Saiful Alam Mukul,1998,Bangladesh,Male,Murder,Confirmed,"Editor,Publisher/Owner",Staff,Daily Runner,"Corruption,Crime,Human Rights",Print,Local,,Confirmed,No,No,No,,
Sayomchai Vijitwittayapong,1998,Thailand,Male,Murder,Confirmed,Print Reporter,Staff,Matichon,Corruption,Print,Local,Criminal Group,Confirmed,No,No,Yes,,
Simao Roberto,1998,Angola,Male,Murder,Confirmed,Print Reporter,Staff,Journal de Angola,"Corruption,Politics",Print,Local,,Confirmed,No,No,No,,
Tara Singh Hayer,1998,,Male,Murder,Confirmed,Editor,Staff,Indo-Canadian Times,Politics,Print,Foreign,Political Group,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/Tara%252520Singh%252520Hayer_1998_Canada.1.jpg,Indo-Canadian Times
Tunde Oladepo,1998,Nigeria,Male,Murder,Confirmed,Print Reporter,Staff,The Guardian,Politics,Print,Local,,Confirmed,No,No,No,,
Wilson Ndayambadje,1998,Rwanda,Male,Murder,Confirmed,Broadcast Reporter,Staff,National Rwanda Radio and TV,,"Radio,Television",Local,Military Officials,Confirmed,Yes,No,No,,
Altaf Ahmed Faktoo,1997,India,Male,Murder,Confirmed,Broadcast Reporter,Staff,Doordarshan TV,Politics,Television,Local,Political Group,Confirmed,No,Yes,Yes,,
Benjamín Flores González,1997,Mexico,Male,Murder,Confirmed,"Editor,Publisher/Owner",Staff,La Prensa,"Corruption,Crime",Print,Local,Criminal Group,Confirmed,No,No,No,,
Borys Derevyanko,1997,Ukraine,Male,Murder,Confirmed,Editor,Staff,Vechernyaya Odessa,Politics,Print,Local,Government Officials,Confirmed,No,No,No,,
Chet Duong Daravuth,1997,Cambodia,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,Neak Prayuth,Politics,Print,Local,Political Group,Confirmed,,,,,
Danny Hernandez,1997,Philippines,Male,Murder,Confirmed,"Columnist/Commentator,Editor",Staff,People's Journal Tonight,"Corruption,Crime",Print,Local,Criminal Group,Confirmed,No,No,Yes,,
Ebrahim Zalzadeh,1997,Iran,Male,Murder,Confirmed,Publisher/Owner,Staff,Mayar,"Business,Culture,Human Rights,Politics",Print,Local,Political Group,Confirmed,No,Yes,No,,
Edgar Lopes de Faria,1997,Brazil,Male,Murder,Confirmed,Columnist/Commentator,Staff,FM Capital,"Crime,Human Rights",Television,Local,Criminal Group,Confirmed,No,No,No,,
Francisco Castro Menco,1997,Colombia,Male,Murder,Confirmed,Publisher/Owner,Staff,Fundación Cultural,"Human Rights,Politics",Radio,Local,"Paramilitary Group, Political Group",Confirmed,No,No,No,,
Freddy Elles Ahumada,1997,Colombia,Male,Murder,Confirmed,Photographer,Freelance,Freelancer,Human Rights,Print,Local,,Confirmed,Yes,Yes,No,,
G. Raja Sekhar,1997,India,Male,Dangerous Assignment,Confirmed,Technician,Staff,Eenadu Television (E-TV),"Business,Culture",Television,Local,Political Group,Confirmed,,,,,
Gerardo Bedoya Borrero,1997,Colombia,Male,Murder,Confirmed,"Columnist/Commentator,Editor",Staff,El País,"Crime,Politics",Print,Local,Criminal Group,Confirmed,No,No,No,,
Ishmael Jalloh,1997,Sierra Leone,Male,Crossfire,Confirmed,Print Reporter,Freelance,Freelancer,War,Print,Local,Military Officials,Confirmed,,,,,
Jagadish Babu,1997,India,Male,Dangerous Assignment,Confirmed,Producer,Staff,Eenadu Television (E-TV),"Business,Culture",Television,Local,Political Group,Confirmed,,,,,
Jairo Elías Márquez Gallego,1997,Colombia,Male,Murder,Confirmed,Editor,Staff,El Marqués,Corruption,Print,Local,,Confirmed,No,No,Yes,,
Jesús Abel Bueno León,1997,Mexico,Male,Murder,Confirmed,Editor,Staff,7 Días,Politics,Print,Local,Military Officials,Confirmed,No,Yes,Yes,,
Jorge Luis Marroquín Sagastume,1997,Guatemala,Male,Murder,Confirmed,Editor,Staff,Sol Chortí,"Corruption,Politics",Print,Local,Government Officials,Confirmed,No,No,No,,
José Luis Cabezas,1997,Argentina,Male,Murder,Confirmed,Photographer,Staff,Noticias,Crime,Print,Local,Criminal Group,Confirmed,No,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Cabezas.Argentina.1997.rtrs.jpg,Reuters
Michael Senior,1997,Cambodia,Male,Murder,Confirmed,"Broadcast Reporter,Photographer",Freelance,Freelancer,Politics,"Print,Television",Local,Military Officials,Confirmed,Yes,No,No,,
Muhammad Sayuti Bochari,1997,Indonesia,Male,Murder,Confirmed,Print Reporter,Staff,Pos Makasar,Corruption,Print,Local,Government Officials,Confirmed,Yes,No,No,,
Naimullah,1997,Indonesia,Male,Murder,Confirmed,Print Reporter,Staff,Sinar Pagi,Corruption,Print,Local,Government Officials,Confirmed,No,No,No,,
P. Srinivas Rao,1997,India,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,Eenadu Television (E-TV),"Business,Culture",Television,Local,Political Group,Confirmed,,,,,
S. Gangadhara Raju,1997,India,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,Eenadu Television (E-TV),"Business,Culture",Television,Local,Political Group,Confirmed,,,,,
S. Krishna,1997,India,Male,Dangerous Assignment,Confirmed,Camera Operator,Staff,Eenadu Television (E-TV),"Business,Culture",Television,Local,Political Group,Confirmed,,,,,
Saidan Shafi,1997,India,Male,Murder,Confirmed,Broadcast Reporter,Staff,Doordarshan TV,Politics,Television,Local,Political Group,Confirmed,No,No,Yes,,
Víctor Hernández Martínez,1997,Mexico,Male,Murder,Confirmed,Print Reporter,Staff,Como,Crime,Print,Local,Government Officials,Confirmed,No,No,Yes,,
Z.A. Shahid,1997,Pakistan,Male,Dangerous Assignment,Confirmed,Photographer,Staff,Khabrain,Politics,Print,Local,Political Group,Confirmed,,,,,
Abdallah Bouhachek,1996,Algeria,Male,Murder,Confirmed,Editor,Staff,Révolution et Travail,Politics,Print,Local,,Confirmed,No,No,No,,
Allaoua Ait M'barak,1996,Algeria,Male,Murder,Confirmed,Print Reporter,Staff,Le Soir d'Algérie,War,Print,Local,Political Group,Confirmed,No,No,No,,
Antonio Casemero,1996,Angola,Male,Murder,Confirmed,Broadcast Reporter,Staff,Televisao Popular de Angola,"Culture,Politics",Television,Local,Government Officials,Confirmed,No,No,No,,
Djamel Derraz,1996,Algeria,Male,Murder,Confirmed,Print Reporter,Staff,Le Soir d'Algérie,War,Print,Local,Political Group,Confirmed,No,No,No,,
Djilali Arabidou,1996,Algeria,Male,Murder,Confirmed,Photographer,Staff,Algérie-Actualité,War,Print,Local,Political Group,Confirmed,No,No,No,,
Felix Solovyov,1996,Russia,Male,Murder,Confirmed,"Photographer,Print Reporter",Freelance,freelance,Crime,Print,Local,Criminal Group,Confirmed,No,No,No,,
Ferdinand Reyes,1996,Philippines,Male,Murder,Confirmed,Editor,Staff,Press Freedom,"Corruption,Human Rights",Print,Local,,Confirmed,No,No,Yes,,
Fuad Muhammad Syafruddin,1996,Indonesia,Male,Murder,Confirmed,Print Reporter,Staff,Bernas,"Corruption,Politics",Print,Local,Government Officials,Confirmed,No,No,Yes,,
Ghulam Rasool Sheikh,1996,India,Male,Murder,Confirmed,Editor,Staff,Rehnuma-e-Kashmir and Saffron Times,Human Rights,Print,Local,Paramilitary Group,Confirmed,No,Yes,No,,
Igor Hrushetsky,1996,Ukraine,Male,Murder,Confirmed,Print Reporter,Freelance,Freelancer,Corruption,Print,Local,Government Officials,Confirmed,No,No,No,,
Kutlu Adali,1996,Cyprus,Male,Murder,Confirmed,Columnist/Commentator,Staff,Yeni Duzen,"Corruption,Crime",Print,Local,Paramilitary Group,Confirmed,No,No,Yes,,
Metin Göktepe,1996,Turkey,Male,Murder,Confirmed,Columnist/Commentator,Staff,Evrensel,"Corruption,Culture,Politics",Print,Local,Government Officials,Confirmed,Yes,Yes,No,,
Mohamed Dorbane,1996,Algeria,Male,Murder,Confirmed,Print Reporter,Staff,Le Soir d'Algérie,War,Print,Local,Political Group,Confirmed,No,No,No,,
Mohamed Guessab,1996,Algeria,Male,Murder,Confirmed,Columnist/Commentator,Staff,Algerian Radio,Politics,Radio,Local,Political Group,Confirmed,No,No,No,,
Mohamed Mekati,1996,Algeria,Male,Murder,Confirmed,Print Reporter,Staff,El-Moudjahid,"Politics,War",Print,Local,,Confirmed,No,No,No,,
Mohammad Quamruzzaman,1996,Bangladesh,Male,Dangerous Assignment,Confirmed,Print Reporter,Staff,Neel Sagar,Politics,Print,Local,Military Officials,Confirmed,,,,,
Nadezhda Chaikova,1996,Russia,Female,Murder,Confirmed,Print Reporter,Staff,Obshchaya Gazeta,War,Print,Local,Military Officials,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/chaikova-russia.96.CJES.jpg,
Nina Yefimova,1996,Russia,Female,Murder,Confirmed,Print Reporter,Staff,Vozrozhdeniye,Crime,Print,Local,Criminal Group,Confirmed,No,Yes,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Yefimova-russia.96.CJES.jpg,
Norvey Díaz,1996,Colombia,Male,Murder,Confirmed,Producer,Staff,Radio Colina,"Crime,Human Rights",Radio,Local,,Confirmed,No,No,Yes,,
Parag Kumar Das,1996,India,Male,Murder,Confirmed,Editor,Staff,Asomiya Pratidin,Human Rights,Print,Local,Political Group,Confirmed,No,No,No,,
Ramzan Khadzhiev,1996,Russia,Male,Murder,Confirmed,Producer,Staff,Russian Public TV (ORT),War,Television,Local,,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/khadzhiev-ramzan.russia.1996.jpg,CJES
Thun Bun Ly,1996,Cambodia,Male,Murder,Confirmed,Print Reporter,Staff,Odom K'tek Khmer,Politics,Print,Local,Government Officials,Confirmed,No,No,No,,
Veronica Guerin,1996,Ireland,Female,Murder,Confirmed,Print Reporter,Staff,Sunday Independent,Crime,Print,Local,Criminal Group,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Guerin.Ireland.1996.AA.jpg,AP
Viktor Mikhailov,1996,Russia,Male,Murder,Confirmed,Print Reporter,Staff,Zabaikalsky Rabochy,Crime,Print,Local,Criminal Group,Confirmed,Yes,No,No,,
Viktor Nikulin,1996,Tajikistan,Male,Murder,Confirmed,Broadcast Reporter,Staff,Russian Public TV (ORT),"Business,Culture,Politics",Television,Local,,Confirmed,No,No,Yes,https://cpj-photos.s3-us-west-2.amazonaws.com/nikulin-viktor.Tajik.1996.jpg,CJES
Viktor Pimenov,1996,Russia,Male,Crossfire,Confirmed,Camera Operator,Staff,Vaynakh Television,War,Television,Local,Military Officials,Confirmed,,,,,
Abdelhamid Yahiaoui,1995,Algeria,Male,Murder,Confirmed,Editor,Staff,El-Chaab,War,Print,Local,,Confirmed,No,Yes,No,,
Adil Bunyatov,1995,Azerbaijan,Male,Crossfire,Confirmed,Camera Operator,Staff,Reuters TV and Turan News Agency,War,Television,Local,Military Officials,Confirmed,,,,,
Ahmed (aka Hakim) Takouchet,1995,Algeria,Male,Murder,Confirmed,Broadcast Reporter,Staff,Radio Cirta,War,Radio,Local,,Confirmed,No,Yes,No,,
Ali Abboud,1995,Algeria,Male,Murder,Confirmed,Producer,Staff,Radio Chaine 1,War,Radio,Local,,Confirmed,No,No,No,,
Ali Boukerbache,1995,Algeria,Male,Murder,Confirmed,Publisher/Owner,Staff,Media-TV,"Culture,War",Television,Local,,Confirmed,No,No,No,,
Ameur Ouagueni,1995,Algeria,Male,Murder,Confirmed,Editor,Staff,Le Matin,"Business,Culture,Politics",Print,Local,,Confirmed,No,No,No,,
Aristeu Guida da Silva,1995,Brazil,Male,Murder,Confirmed,Publisher/Owner,Staff,A Gazeta de São Fidélis,Corruption,Print,Local,Government Officials,Confirmed,No,No,Yes,,
Azzedine Saidj,1995,Algeria,Male,Murder,Confirmed,Editor,Staff,El-Ouma,"Culture,Politics,War",Print,Local,,Confirmed,No,No,No,,
Bakhti Benaouda,1995,Algeria,Male,Murder,Confirmed,Columnist/Commentator,Staff,El-Djoumhouria,Politics,Print,Local,,Confirmed,No,No,No,,
Brahim Guaraoui,1995,Algeria,Male,Murder,Confirmed,Columnist/Commentator,Staff,El-Moudjahid,Politics,Print,Local,,Confirmed,No,Yes,No,,
Brian Smith,1995,Canada,Male,Murder,Confirmed,Broadcast Reporter,Staff,CJOH-TV,Sports,Television,Local,Local Residents,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Smith.Canada.1995.jpg,CJOH
Djamel Ziater,1995,Algeria,Male,Murder,Confirmed,Print Reporter,Staff,El-Djoumhouria,War,Print,Local,,Confirmed,No,No,No,,
Ernesto Acero Cadena,1995,Colombia,Male,Murder,Confirmed,Editor,Staff,Informador Socioeconómico,"Business,Corruption",Print,Local,,Confirmed,No,No,No,,
Farkhad Kerimov,1995,Russia,Male,Crossfire,Confirmed,Camera Operator,Staff,Associated Press TV,War,Television,Local,,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/Kerimov.Russia.1995.jpg,AP
Gabriel Cruz Díaz,1995,Colombia,Male,Murder,Confirmed,Print Reporter,Staff,El Heraldo,"Human Rights,Politics,War",Print,Local,,Confirmed,No,No,No,,
Hamid Mahiout,1995,Algeria,Male,Murder,Confirmed,Print Reporter,Staff,Liberté,War,Print,Local,,Confirmed,Yes,Yes,No,,
Ivan Darío Pelayo,1995,Colombia,Male,Murder,Confirmed,Producer,Staff,Llanorámica,,Radio,Local,Political Group,Confirmed,No,No,No,,
Jochen Piest,1995,,Male,Crossfire,Confirmed,Print Reporter,Staff,Stern,War,Print,Foreign,Military Officials,Confirmed,,,,,
John Schofield,1995,,Male,Crossfire,Confirmed,Broadcast Reporter,Staff,BBC,War,Radio,Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/Schofield.Croatia.1995.1.jpg,BBC
Juan Carlos Vásquez,1995,Dominican Republic,Male,Murder,Confirmed,Print Reporter,Staff,Ultima Hora,"Culture,Sports",Print,Local,Military Officials,Confirmed,No,No,No,,
Khadija Dahmani,1995,Algeria,Female,Murder,Confirmed,Print Reporter,Staff,Echourouk al-Arabi,War,Print,Local,Political Group,Confirmed,No,No,No,,
Malika Sabour,1995,Algeria,Female,Murder,Confirmed,Print Reporter,Staff,Echourouk al-Arabi,Culture,Print,Local,,Confirmed,No,No,No,,
Marcello Palmisano,1995,,Male,Murder,Confirmed,Camera Operator,Staff,RAI,War,Television,Foreign,Criminal Group,Confirmed,No,No,No,,
Marcos Borges Ribeiro,1995,Brazil,Male,Murder,Confirmed,Publisher/Owner,Staff,Independente,"Corruption,Human Rights",Print,Local,Government Officials,Confirmed,No,No,Yes,,
Mekhlouf Boukzer,1995,Algeria,Male,Murder,Confirmed,Broadcast Reporter,Staff,Algerian State Television,Sports,Television,Local,,Confirmed,No,Yes,No,,
Mohamed Abderrahmani,1995,Algeria,Male,Murder,Confirmed,Editor,Staff,El-Moudjahid,"Culture,Politics",Print,Local,,Confirmed,No,No,No,,
Mohyedin Alempour,1995,Tajikistan,Male,Murder,Confirmed,Producer,Staff,BBC,"Business,Culture,Politics",Radio,Local,,Confirmed,No,No,No,,
Mourad Hmaizi,1995,Algeria,Male,Murder,Confirmed,Broadcast Reporter,Staff,Algerian State Television,War,Television,Local,,Confirmed,No,No,No,,
Mushtaq Ali,1995,India,Male,Murder,Confirmed,"Camera Operator,Photographer",Staff,Agence France-Presse and Asian News International,,Print,Local,,Confirmed,No,No,No,,
Nacer Ouari,1995,Algeria,Male,Murder,Confirmed,Producer,Staff,Algerian State Television,War,Television,Local,Political Group,Confirmed,No,No,Yes,,
Naïma Hammouda,1995,Algeria,Female,Murder,Confirmed,Print Reporter,Staff,Révolution Africaine,Culture,Print,Local,,Confirmed,No,No,No,,
Natalya Alyakina,1995,,Female,Crossfire,Confirmed,"Broadcast Reporter,Print Reporter",Staff,Focus and RUFA,War,"Print,Radio",Foreign,Military Officials,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/alyakina-russia.95.CJES-thumb-180x247-783.jpg,
Omar Ouartilan,1995,Algeria,Male,Murder,Confirmed,Editor,Staff,El-Khabar,War,Print,Local,Political Group,Confirmed,No,No,No,,
Rachida Hammadi,1995,Algeria,Female,Murder,Confirmed,Broadcast Reporter,Staff,Algerian State Television,"Corruption,Human Rights,Politics",Television,Local,Political Group,Confirmed,No,No,No,,
Reinaldo Coutinho da Silva,1995,Brazil,Male,Murder,Confirmed,,Staff,Cachoeiras Jornal,Corruption,Print,Local,Government Officials,Confirmed,No,No,Yes,,
Ricardo de Mello,1995,Angola,Male,Murder,Confirmed,Editor,Staff,Imparcial Fax,"Politics,War",Print,Local,Military Officials,Confirmed,No,No,Yes,,
Ruperto Armenta Gerardo,1995,Mexico,Male,Murder,Confirmed,Editor,Staff,El Regional,,Print,Local,Local Residents,Confirmed,Yes,No,No,,
Saïd Brahimi,1995,Algeria,Male,Murder,Confirmed,Broadcast Reporter,Staff,Algerian State Television,War,Television,Local,,Confirmed,No,No,No,,
Saïd Tazrout,1995,Algeria,Male,Murder,Confirmed,Editor,Staff,Le Matin,War,Print,Local,,Confirmed,No,No,No,,
Saïda Djebaili,1995,Algeria,Female,Murder,Confirmed,Print Reporter,Staff,Al-Hayat al-Arabia,War,Print,Local,,Confirmed,No,No,No,,
Sayfettin Tepe,1995,Turkey,Male,Murder,Confirmed,Print Reporter,Staff,Yeni Politika,"Culture,Politics",Print,Local,Government Officials,Confirmed,No,Yes,No,,
Shamkhan Kagirov,1995,Russia,Male,Crossfire,Confirmed,Print Reporter,Staff,Rossiskaya Gazeta and Vozrozheniye,War,Print,Local,Military Officials,Confirmed,,,,,
Vadim Alferyev,1995,Russia,Male,Murder,Confirmed,Print Reporter,Staff,Segodnyashnyaya Gazeta,"Business,Crime",Print,Local,Criminal Group,Confirmed,Yes,No,Yes,,
Viatcheslav Rudnev,1995,Russia,Male,Murder,Confirmed,Print Reporter,Freelance,Freelancer,"Corruption,Crime",Print,Local,,Confirmed,No,No,No,,
Vincent Francis,1995,,Male,Murder,Confirmed,"Broadcast Reporter,Editor",Staff,Worldwide Television News (WTN),"Culture,Politics",Television,Foreign,Criminal Group,Confirmed,No,No,No,,
Vladimir Ivanov,1995,Ukraine,Male,Murder,Confirmed,Editor,Staff,The Glory of Sevastopol,"Business,Crime",Print,Local,,Confirmed,No,No,No,,
Vladimir Zhitarenko,1995,Russia,Male,Crossfire,Confirmed,Print Reporter,Staff,Krasnaya Zvezda,War,Print,Local,Military Officials,Confirmed,,,,,
Vladislav Listyev,1995,Russia,Male,Murder,Confirmed,,Staff,Russian Public TV (ORT),"Business,Crime,Culture,Politics",Television,Local,,Confirmed,No,No,No,https://cpj-photos.s3-us-west-2.amazonaws.com/Listyev.Russia.1995.jpg,
Yasmina Brikh,1995,Algeria,Female,Murder,Confirmed,Broadcast Reporter,Staff,Algerian Radio,"Culture,Sports",Radio,Local,,Confirmed,No,No,No,,
Zaqueu de Oliveira,1995,Brazil,Male,Murder,Confirmed,Editor,Staff,Gazeta de Barroso,Business,Print,Local,Local Residents,Confirmed,No,No,No,,
Zineddine Aliou Salah,1995,Algeria,Male,Murder,Confirmed,Print Reporter,Staff,Liberté,"Corruption,Politics",Print,Local,Political Group,Confirmed,No,No,Yes,,
Abdelkader Hireche,1994,,Male,Murder,Confirmed,Broadcast Reporter,Staff,Algerian Television (ENTV),Politics,Television,Foreign,,Confirmed,No,No,No,,
Abdul Shariff,1994,South Africa,Male,Crossfire,Confirmed,Photographer,Freelance,freelance,"Human Rights,Politics",Print,Local,Paramilitary Group,Confirmed,,,,https://cpj-photos.s3-us-west-2.amazonaws.com/Shariff.SouthAfrica.1994.2.jpg,AP
